ID,Gender,Age,Major,Sleep,Study,Social_Hours,Attendance,Attendance_Grade,P_CGPA,F_CGPA,CGPA_Diff,Trend,Efficiency,Top_15
ID02377,Male,18,Psychology,5.5,2.2,8,94.6,Excellent,3.17,3.19,0.020000000000000018,Maintain,1.45,False
ID02378,Female,19,Computer Science,6.9,2.5,10,79.3,Normal,2.84,2.8,-0.040000000000000036,Maintain,1.12,False
ID02379,Male,22,Psychology,9.0,6.8,9,71.2,Danger,2.59,2.84,0.25,Other,0.42,False
ID02380,Female,20,Economics,7.3,7.9,9,81.0,Normal,3.65,4.0,0.3500000000000001,Other,0.51,True
ID02381,Female,24,Economics,7.3,2.5,11,83.9,Normal,3.02,3.27,0.25,Other,1.31,False
ID02382,Female,21,Engineering,8.7,2.2,3,60.1,Danger,3.68,3.49,-0.18999999999999995,Other,1.59,False
ID02383,Female,24,Psychology,5.5,4.3,9,97.9,Excellent,2.94,3.15,0.20999999999999996,Other,0.73,False
ID02384,Male,20,Mathematics,9.1,3.5,7,43.5,Danger,2.78,2.49,-0.2899999999999996,Other,0.71,False
ID02385,Male,24,Psychology,6.4,6.4,9,100.0,Excellent,3.31,3.78,0.46999999999999975,Other,0.59,False
ID02386,Female,24,Business,8.7,5.3,9,100.0,Excellent,3.06,3.34,0.2799999999999998,Other,0.63,False
ID02387,Male,19,Computer Science,9.5,9.9,8,81.1,Normal,2.5,3.22,0.7200000000000002,Improve,0.33,False
ID02388,Female,23,Mathematics,5.6,2.3,11,85.1,Normal,4.0,4.0,0.0,Maintain,1.74,True
ID02389,Female,19,Engineering,7.0,6.3,12,89.5,Normal,2.79,3.39,0.6000000000000001,Improve,0.54,False
ID02390,Female,18,Computer Science,8.2,3.2,11,76.2,Normal,3.56,3.48,-0.08000000000000007,Maintain,1.09,False
ID02391,Male,18,Computer Science,6.6,2.1,8,87.9,Normal,3.52,3.75,0.22999999999999998,Other,1.79,False
ID02392,Male,19,Business,6.6,3.1,10,82.8,Normal,2.47,2.6,0.1299999999999999,Other,0.84,False
ID02393,Male,22,Business,6.4,3.3,10,83.6,Normal,2.6,3.06,0.45999999999999996,Other,0.93,False
ID02394,Male,22,Business,4.2,7.5,8,87.7,Normal,2.95,3.28,0.3299999999999996,Other,0.44,False
ID02395,Female,24,Mathematics,8.6,1.4,10,65.3,Danger,2.67,2.56,-0.10999999999999988,Other,1.83,False
ID02396,Male,24,Psychology,5.5,2.5,11,85.6,Normal,3.96,4.0,0.040000000000000036,Maintain,1.6,True
ID02397,Male,21,Computer Science,4.0,4.2,4,87.5,Normal,3.0,3.27,0.27,Other,0.78,False
ID02398,Male,18,Psychology,8.6,2.0,5,86.9,Normal,3.54,3.75,0.20999999999999996,Other,1.88,False
ID02399,Female,21,Psychology,7.7,9.3,8,81.8,Normal,3.36,3.91,0.5500000000000003,Improve,0.42,True
ID02400,Female,18,Business,5.0,10.2,14,100.0,Excellent,3.23,3.88,0.6499999999999999,Improve,0.38,True
ID02401,Male,19,Psychology,8.6,4.0,6,79.7,Normal,3.12,3.13,0.009999999999999787,Maintain,0.78,False
ID02402,Male,22,Computer Science,8.0,5.6,10,88.4,Normal,3.72,4.0,0.2799999999999998,Other,0.71,True
ID02403,Male,24,Computer Science,7.0,8.5,5,100.0,Excellent,2.69,3.32,0.6299999999999999,Improve,0.39,False
ID02404,Male,22,Economics,6.5,3.7,8,83.8,Normal,3.96,4.0,0.040000000000000036,Maintain,1.08,True
ID02405,Female,19,Engineering,6.8,5.4,5,88.2,Normal,2.46,2.94,0.48,Other,0.54,False
ID02406,Female,21,Mathematics,7.3,1.9,4,83.6,Normal,3.49,3.8,0.3099999999999996,Other,2.0,False
ID02407,Male,21,Psychology,5.8,1.0,7,100.0,Excellent,2.4,2.48,0.08000000000000007,Maintain,2.48,False
ID02408,Male,20,Mathematics,8.7,6.7,9,81.1,Normal,2.94,3.22,0.28000000000000025,Other,0.48,False
ID02409,Female,24,Mathematics,7.8,3.8,4,100.0,Excellent,3.15,3.61,0.45999999999999996,Other,0.95,False
ID02410,Male,24,Mathematics,6.8,10.0,10,83.4,Normal,2.86,3.61,0.75,Improve,0.36,False
ID02411,Female,24,Economics,9.6,2.8,4,72.1,Danger,3.01,2.72,-0.2899999999999996,Other,0.97,False
ID02412,Male,18,Mathematics,6.5,1.7,8,95.2,Excellent,2.41,2.64,0.22999999999999998,Other,1.55,False
ID02413,Male,21,Economics,9.3,6.4,5,80.4,Normal,2.61,2.82,0.20999999999999996,Other,0.44,False
ID02414,Male,19,Computer Science,7.4,9.5,8,94.3,Excellent,3.35,3.9,0.5499999999999998,Improve,0.41,True
ID02415,Male,21,Psychology,8.1,1.9,5,44.1,Danger,3.11,2.62,-0.48999999999999977,Other,1.38,False
ID02416,Female,22,Economics,6.4,2.2,7,85.1,Normal,2.75,2.88,0.1299999999999999,Other,1.31,False
ID02417,Male,18,Engineering,4.2,8.3,13,78.1,Normal,3.76,3.91,0.15000000000000036,Other,0.47,True
ID02418,Male,24,Mathematics,7.7,11.7,4,69.1,Danger,2.49,3.01,0.5199999999999996,Improve,0.26,False
ID02419,Male,23,Engineering,5.2,5.4,6,76.7,Normal,2.92,2.91,-0.009999999999999787,Maintain,0.54,False
ID02420,Male,20,Computer Science,6.1,2.6,5,76.4,Normal,2.85,2.72,-0.1299999999999999,Other,1.05,False
ID02421,Male,18,Computer Science,7.1,7.9,10,84.3,Normal,3.41,3.92,0.5099999999999998,Improve,0.5,True
ID02422,Male,22,Business,6.0,3.4,7,64.5,Danger,3.12,3.18,0.06000000000000005,Maintain,0.94,False
ID02423,Female,24,Mathematics,7.0,2.7,6,89.7,Normal,3.05,3.51,0.45999999999999996,Other,1.3,False
ID02424,Male,22,Business,7.3,2.9,8,100.0,Excellent,2.18,2.47,0.29000000000000004,Other,0.85,False
ID02425,Male,22,Engineering,4.8,5.9,12,89.2,Normal,3.53,4.0,0.4700000000000002,Other,0.68,True
ID02426,Female,24,Psychology,7.4,4.1,5,97.1,Excellent,2.99,3.54,0.5499999999999998,Improve,0.86,False
ID02427,Male,22,Business,6.1,5.2,4,100.0,Excellent,3.16,3.59,0.4299999999999997,Other,0.69,False
ID02428,Female,19,Computer Science,5.4,6.5,7,100.0,Excellent,2.73,2.96,0.22999999999999998,Other,0.46,False
ID02429,Male,20,Mathematics,4.0,3.5,10,100.0,Excellent,2.65,3.03,0.3799999999999999,Other,0.87,False
ID02430,Female,23,Engineering,4.7,6.9,12,77.5,Normal,3.85,4.0,0.1499999999999999,Other,0.58,True
ID02431,Female,22,Economics,7.0,4.0,7,74.2,Danger,2.21,2.41,0.20000000000000018,Other,0.6,False
ID02432,Female,22,Computer Science,7.1,2.9,10,96.8,Excellent,2.57,3.05,0.48,Other,1.05,False
ID02433,Female,21,Economics,7.8,1.5,10,95.6,Excellent,3.84,3.98,0.14000000000000012,Other,2.65,True
ID02434,Male,20,Psychology,9.6,3.4,6,96.6,Excellent,3.42,3.57,0.1499999999999999,Other,1.05,False
ID02435,Female,18,Mathematics,9.0,8.8,7,100.0,Excellent,2.94,3.5,0.56,Improve,0.4,False
ID02436,Male,20,Psychology,8.5,6.3,13,85.2,Normal,3.72,4.0,0.2799999999999998,Other,0.63,True
ID02437,Male,20,Psychology,8.8,5.2,6,91.4,Excellent,3.32,3.78,0.45999999999999996,Other,0.73,False
ID02438,Male,24,Mathematics,7.3,2.0,6,70.3,Danger,3.22,3.07,-0.15000000000000036,Other,1.54,False
ID02439,Male,24,Mathematics,7.2,2.9,10,100.0,Excellent,3.21,3.57,0.3599999999999999,Other,1.23,False
ID02440,Male,24,Economics,9.3,5.8,4,80.0,Normal,3.33,3.85,0.52,Improve,0.66,False
ID02441,Female,23,Psychology,7.3,6.6,10,80.4,Normal,3.35,3.72,0.3700000000000001,Other,0.56,False
ID02442,Male,20,Engineering,7.4,6.3,10,79.8,Normal,4.0,4.0,0.0,Maintain,0.63,True
ID02443,Female,23,Economics,8.7,4.7,6,75.3,Normal,3.0,2.95,-0.04999999999999982,Maintain,0.63,False
ID02444,Female,22,Mathematics,6.6,2.4,7,74.1,Danger,3.02,2.82,-0.20000000000000018,Other,1.18,False
ID02445,Male,24,Computer Science,6.8,6.6,5,77.1,Normal,2.48,2.53,0.04999999999999982,Maintain,0.38,False
ID02446,Male,22,Economics,5.0,2.9,4,64.5,Danger,3.07,2.92,-0.1499999999999999,Other,1.01,False
ID02447,Male,24,Business,6.3,6.7,5,73.2,Danger,4.0,4.0,0.0,Maintain,0.6,True
ID02448,Male,19,Engineering,6.5,3.4,13,100.0,Excellent,3.59,3.86,0.27,Other,1.14,False
ID02449,Male,23,Economics,6.6,9.7,10,96.0,Excellent,2.83,3.36,0.5299999999999998,Improve,0.35,False
ID02450,Male,23,Mathematics,8.2,3.2,8,98.9,Excellent,3.12,3.48,0.3599999999999999,Other,1.09,False
ID02451,Male,18,Mathematics,5.5,3.1,8,100.0,Excellent,2.45,2.7,0.25,Other,0.87,False
ID02452,Female,21,Engineering,9.2,3.8,7,100.0,Excellent,2.62,3.02,0.3999999999999999,Other,0.79,False
ID02453,Female,20,Business,4.0,2.5,8,58.4,Danger,3.17,2.63,-0.54,Decline,1.05,False
ID02454,Male,18,Economics,7.9,2.2,9,66.6,Danger,2.85,2.64,-0.20999999999999996,Other,1.2,False
ID02455,Female,23,Economics,8.2,2.4,9,72.9,Danger,2.58,2.39,-0.18999999999999995,Other,1.0,False
ID02456,Male,18,Psychology,8.0,8.1,7,78.0,Normal,3.34,3.42,0.08000000000000007,Maintain,0.42,False
ID02457,Male,19,Computer Science,8.6,2.3,13,80.5,Normal,3.06,3.38,0.31999999999999984,Other,1.47,False
ID02458,Female,21,Mathematics,6.7,3.2,8,78.3,Normal,2.32,2.21,-0.10999999999999988,Other,0.69,False
ID02459,Male,23,Economics,8.9,12.3,6,88.3,Normal,2.06,2.58,0.52,Improve,0.21,False
ID02460,Male,23,Economics,6.0,6.8,2,85.5,Normal,2.81,3.42,0.6099999999999999,Improve,0.5,False
ID02461,Female,20,Economics,6.1,6.7,10,74.2,Danger,2.31,2.58,0.27,Other,0.39,False
ID02462,Female,24,Business,10.0,11.3,9,52.4,Danger,2.17,2.01,-0.16000000000000014,Other,0.18,False
ID02463,Female,21,Computer Science,7.3,3.8,10,70.1,Danger,3.66,3.7,0.040000000000000036,Maintain,0.97,False
ID02464,Female,19,Economics,8.4,1.1,9,76.8,Normal,3.05,2.83,-0.21999999999999975,Other,2.57,False
ID02465,Female,22,Engineering,7.7,6.4,8,81.3,Normal,2.97,3.39,0.41999999999999993,Other,0.53,False
ID02466,Male,18,Mathematics,8.1,3.5,10,68.1,Danger,3.01,2.79,-0.21999999999999975,Other,0.8,False
ID02467,Male,20,Psychology,4.0,12.4,11,77.6,Normal,2.53,3.01,0.48,Other,0.24,False
ID02468,Male,23,Engineering,7.6,1.0,10,68.0,Danger,3.31,3.11,-0.20000000000000018,Other,3.11,False
ID02469,Male,22,Mathematics,7.0,2.2,11,83.1,Normal,3.03,3.27,0.2400000000000002,Other,1.49,False
ID02470,Male,19,Business,8.5,2.8,8,68.9,Danger,2.72,2.76,0.03999999999999959,Maintain,0.99,False
ID02471,Male,21,Computer Science,5.8,3.8,11,72.3,Danger,2.8,2.67,-0.1299999999999999,Other,0.7,False
ID02472,Female,18,Computer Science,8.8,1.6,7,65.4,Danger,2.49,2.13,-0.3600000000000003,Other,1.33,False
ID02473,Female,20,Mathematics,5.2,4.9,6,82.7,Normal,2.9,3.35,0.4500000000000002,Other,0.68,False
ID02474,Female,23,Engineering,6.3,2.7,7,72.0,Danger,2.98,2.96,-0.020000000000000018,Maintain,1.1,False
ID02475,Male,23,Psychology,4.6,7.0,11,98.6,Excellent,2.88,3.28,0.3999999999999999,Other,0.47,False
ID02476,Female,22,Business,5.4,8.5,7,91.1,Excellent,3.13,3.63,0.5,Improve,0.43,False
ID02477,Male,22,Mathematics,7.0,3.3,7,84.0,Normal,3.06,3.25,0.18999999999999995,Other,0.98,False
ID02478,Female,18,Business,9.1,5.4,8,73.0,Danger,3.22,3.33,0.10999999999999988,Other,0.62,False
ID02479,Male,21,Computer Science,7.1,4.0,12,90.7,Excellent,3.57,3.81,0.2400000000000002,Other,0.95,False
ID02480,Female,19,Economics,5.1,3.8,10,95.4,Excellent,3.4,3.56,0.16000000000000014,Other,0.94,False
ID02481,Male,24,Economics,4.0,1.6,8,87.1,Normal,3.58,3.76,0.17999999999999972,Other,2.35,False
ID02482,Female,21,Psychology,8.0,3.7,6,100.0,Excellent,2.68,3.11,0.4299999999999997,Other,0.84,False
ID02483,Female,21,Business,6.0,6.6,5,91.9,Excellent,2.85,3.42,0.5699999999999998,Improve,0.52,False
ID02484,Male,21,Mathematics,6.2,5.0,5,98.7,Excellent,3.43,3.66,0.22999999999999998,Other,0.73,False
ID02485,Male,24,Psychology,8.6,2.2,14,87.0,Normal,3.44,3.7,0.26000000000000023,Other,1.68,False
ID02486,Female,18,Engineering,6.8,1.6,11,95.1,Excellent,2.76,3.06,0.30000000000000027,Other,1.91,False
ID02487,Male,24,Economics,6.6,3.6,5,73.0,Danger,3.41,3.48,0.06999999999999984,Maintain,0.97,False
ID02488,Female,18,Mathematics,7.2,2.5,7,78.1,Normal,2.63,2.79,0.16000000000000014,Other,1.12,False
ID02489,Female,24,Business,9.2,2.7,3,90.2,Excellent,3.34,3.46,0.1200000000000001,Other,1.28,False
ID02490,Male,19,Psychology,7.4,2.5,11,90.1,Excellent,3.09,3.44,0.3500000000000001,Other,1.38,False
ID02491,Male,21,Mathematics,4.0,4.0,4,92.6,Excellent,2.41,2.69,0.2799999999999998,Other,0.67,False
ID02492,Male,18,Psychology,5.8,5.6,16,100.0,Excellent,2.88,2.87,-0.009999999999999787,Maintain,0.51,False
ID02493,Female,24,Psychology,6.6,2.4,12,63.6,Danger,4.0,4.0,0.0,Maintain,1.67,True
ID02494,Male,19,Psychology,8.3,2.4,4,70.4,Danger,3.2,3.03,-0.17000000000000037,Other,1.26,False
ID02495,Male,24,Business,5.1,1.7,5,88.4,Normal,4.0,4.0,0.0,Maintain,2.35,True
ID02496,Male,23,Mathematics,7.2,4.4,9,74.1,Danger,2.38,2.47,0.0900000000000003,Maintain,0.56,False
ID02497,Female,19,Computer Science,6.9,6.6,7,100.0,Excellent,3.48,3.96,0.48,Other,0.6,True
ID02498,Female,21,Computer Science,8.5,3.7,7,92.7,Excellent,1.83,2.05,0.21999999999999975,Other,0.55,False
ID02499,Female,20,Business,5.5,5.7,6,83.8,Normal,3.1,3.3,0.19999999999999973,Other,0.58,False
ID02500,Male,21,Business,7.3,7.6,6,77.3,Normal,3.42,3.55,0.1299999999999999,Other,0.47,False
ID02501,Female,20,Economics,9.3,4.6,8,77.8,Normal,3.52,3.35,-0.16999999999999993,Other,0.73,False
ID02502,Female,19,Psychology,8.3,2.2,8,85.5,Normal,2.7,2.95,0.25,Other,1.34,False
ID02503,Female,23,Mathematics,7.9,2.1,10,86.7,Normal,3.62,3.97,0.3500000000000001,Other,1.89,True
ID02504,Female,23,Mathematics,6.5,2.3,12,78.1,Normal,2.83,2.85,0.020000000000000018,Maintain,1.24,False
ID02505,Male,18,Engineering,7.2,10.4,8,80.9,Normal,3.02,3.86,0.8399999999999999,Improve,0.37,False
ID02506,Male,23,Engineering,6.8,12.0,11,100.0,Excellent,2.88,3.54,0.6600000000000001,Improve,0.3,False
ID02507,Female,22,Computer Science,8.3,3.2,11,100.0,Excellent,2.53,2.87,0.3400000000000003,Other,0.9,False
ID02508,Male,19,Engineering,7.8,7.4,8,88.8,Normal,3.88,4.0,0.1200000000000001,Other,0.54,True
ID02509,Female,18,Engineering,6.1,8.1,10,64.9,Danger,3.12,3.2,0.08000000000000007,Maintain,0.4,False
ID02510,Female,23,Computer Science,9.6,1.6,10,93.1,Excellent,3.64,3.57,-0.07000000000000028,Maintain,2.23,False
ID02511,Male,19,Economics,8.8,10.0,9,100.0,Excellent,3.62,4.0,0.3799999999999999,Other,0.4,True
ID02512,Female,21,Computer Science,5.7,3.4,7,100.0,Excellent,2.62,2.95,0.33000000000000007,Other,0.87,False
ID02513,Male,23,Engineering,6.5,3.3,4,96.0,Excellent,3.71,4.0,0.29000000000000004,Other,1.21,True
ID02514,Male,24,Mathematics,6.8,1.8,7,100.0,Excellent,3.35,3.58,0.22999999999999998,Other,1.99,False
ID02515,Female,20,Engineering,8.2,10.4,7,85.8,Normal,2.58,2.97,0.3900000000000001,Other,0.29,False
ID02516,Female,19,Psychology,5.8,4.2,8,94.4,Excellent,3.32,3.39,0.07000000000000028,Maintain,0.81,False
ID02517,Male,18,Psychology,6.0,9.8,6,74.8,Danger,2.59,3.1,0.5100000000000002,Improve,0.32,False
ID02518,Male,21,Psychology,8.3,7.8,9,89.4,Normal,3.9,4.0,0.10000000000000009,Other,0.51,True
ID02519,Female,22,Economics,7.8,3.2,8,100.0,Excellent,3.51,3.93,0.4200000000000004,Other,1.23,True
ID02520,Female,21,Business,4.1,4.3,6,76.2,Normal,3.06,2.85,-0.20999999999999996,Other,0.66,False
ID02521,Female,23,Psychology,8.0,2.6,9,72.1,Danger,3.73,3.58,-0.1499999999999999,Other,1.38,False
ID02522,Male,20,Mathematics,4.8,2.8,9,86.5,Normal,2.31,2.37,0.06000000000000005,Maintain,0.85,False
ID02523,Male,21,Economics,6.0,5.2,5,81.6,Normal,2.73,3.05,0.31999999999999984,Other,0.59,False
ID02524,Male,22,Business,6.5,6.2,12,94.7,Excellent,2.97,3.39,0.41999999999999993,Other,0.55,False
ID02525,Female,24,Business,6.3,1.1,10,78.2,Normal,4.0,3.75,-0.25,Other,3.41,False
ID02526,Male,18,Psychology,6.0,1.1,5,100.0,Excellent,2.56,2.95,0.3900000000000001,Other,2.68,False
ID02527,Male,19,Engineering,5.4,2.9,6,65.7,Danger,2.25,1.95,-0.30000000000000004,Other,0.67,False
ID02528,Female,20,Computer Science,7.8,4.7,14,100.0,Excellent,2.38,2.87,0.4900000000000002,Other,0.61,False
ID02529,Male,22,Engineering,4.6,8.2,8,73.5,Danger,3.55,3.72,0.17000000000000037,Other,0.45,False
ID02530,Female,23,Engineering,6.2,4.1,5,58.1,Danger,2.8,2.39,-0.4099999999999997,Other,0.58,False
ID02531,Female,23,Business,8.2,3.4,12,88.6,Normal,3.02,3.09,0.06999999999999984,Maintain,0.91,False
ID02532,Female,23,Business,7.6,5.6,10,81.2,Normal,3.48,3.95,0.4700000000000002,Other,0.71,True
ID02533,Male,20,Economics,4.9,2.2,4,68.4,Danger,3.02,2.81,-0.20999999999999996,Other,1.28,False
ID02534,Male,21,Economics,4.1,4.2,7,59.8,Danger,3.2,2.84,-0.3600000000000003,Other,0.68,False
ID02535,Female,20,Business,5.4,3.7,10,84.9,Normal,3.37,3.62,0.25,Other,0.98,False
ID02536,Female,23,Mathematics,4.0,4.4,9,99.6,Excellent,2.88,3.18,0.30000000000000027,Other,0.72,False
ID02537,Female,24,Mathematics,7.1,7.6,14,93.8,Excellent,3.02,3.58,0.56,Improve,0.47,False
ID02538,Male,22,Computer Science,6.3,1.2,7,85.9,Normal,3.22,3.26,0.03999999999999959,Maintain,2.72,False
ID02539,Female,19,Business,6.4,3.8,8,92.2,Excellent,3.53,3.97,0.4400000000000004,Other,1.04,True
ID02540,Female,19,Psychology,7.8,6.1,5,84.6,Normal,2.7,3.07,0.36999999999999966,Other,0.5,False
ID02541,Female,20,Economics,8.3,5.4,5,63.6,Danger,1.59,1.46,-0.13000000000000012,Other,0.27,False
ID02542,Female,23,Business,7.4,1.3,7,63.7,Danger,3.44,3.2,-0.23999999999999977,Other,2.46,False
ID02543,Female,18,Mathematics,6.7,1.1,9,82.0,Normal,3.56,3.66,0.10000000000000009,Other,3.33,False
ID02544,Female,24,Business,5.9,5.9,5,82.6,Normal,3.2,3.6,0.3999999999999999,Other,0.61,False
ID02545,Male,20,Mathematics,6.5,1.3,6,97.8,Excellent,3.23,3.43,0.20000000000000018,Other,2.64,False
ID02546,Male,23,Business,7.3,4.3,7,96.4,Excellent,2.82,3.03,0.20999999999999996,Other,0.7,False
ID02547,Male,21,Psychology,8.4,7.3,5,94.1,Excellent,3.35,3.58,0.22999999999999998,Other,0.49,False
ID02548,Male,19,Computer Science,4.9,1.5,5,80.8,Normal,3.53,3.46,-0.06999999999999984,Maintain,2.31,False
ID02549,Male,19,Psychology,5.3,9.9,5,64.3,Danger,3.13,3.34,0.20999999999999996,Other,0.34,False
ID02550,Male,24,Mathematics,7.0,5.8,10,91.2,Excellent,4.0,4.0,0.0,Maintain,0.69,True
ID02551,Male,19,Economics,4.0,14.0,9,92.9,Excellent,2.32,3.1,0.7800000000000002,Improve,0.22,False
ID02552,Male,18,Economics,7.4,3.0,9,49.2,Danger,3.18,3.0,-0.18000000000000016,Other,1.0,False
ID02553,Female,23,Engineering,8.6,8.4,6,72.5,Danger,2.51,2.61,0.10000000000000009,Other,0.31,False
ID02554,Female,23,Psychology,10.0,3.2,7,74.6,Danger,3.54,3.31,-0.22999999999999998,Other,1.03,False
ID02555,Male,24,Business,7.1,4.1,11,86.8,Normal,2.31,2.79,0.48,Other,0.68,False
ID02556,Female,23,Computer Science,8.3,2.6,6,72.9,Danger,2.43,2.4,-0.03000000000000025,Maintain,0.92,False
ID02557,Male,24,Business,7.0,4.0,4,84.4,Normal,2.78,3.17,0.3900000000000001,Other,0.79,False
ID02558,Male,23,Business,9.4,6.8,10,81.8,Normal,3.23,3.78,0.5499999999999998,Improve,0.56,False
ID02559,Male,18,Psychology,6.4,10.0,10,82.6,Normal,2.8,3.5,0.7000000000000002,Improve,0.35,False
ID02560,Male,22,Computer Science,7.5,2.3,14,74.3,Danger,2.81,2.79,-0.020000000000000018,Maintain,1.21,False
ID02561,Female,20,Engineering,7.9,4.5,11,75.4,Normal,3.01,3.09,0.08000000000000007,Maintain,0.69,False
ID02562,Female,20,Business,7.6,2.8,6,68.8,Danger,2.98,3.02,0.040000000000000036,Maintain,1.08,False
ID02563,Male,23,Computer Science,5.8,4.6,10,90.7,Excellent,3.84,4.0,0.16000000000000014,Other,0.87,True
ID02564,Male,21,Engineering,4.9,7.4,8,93.6,Excellent,3.44,3.77,0.33000000000000007,Other,0.51,False
ID02565,Male,19,Business,8.5,3.0,9,73.4,Danger,2.94,3.02,0.08000000000000007,Maintain,1.01,False
ID02566,Male,18,Computer Science,7.4,5.2,7,100.0,Excellent,4.0,4.0,0.0,Maintain,0.77,True
ID02567,Male,21,Psychology,7.1,2.2,12,80.3,Normal,3.35,3.48,0.1299999999999999,Other,1.58,False
ID02568,Male,21,Economics,8.3,7.7,13,100.0,Excellent,2.62,3.07,0.44999999999999973,Other,0.4,False
ID02569,Female,23,Economics,8.3,6.3,8,75.4,Normal,3.23,3.41,0.18000000000000016,Other,0.54,False
ID02570,Female,18,Business,7.5,2.4,12,54.6,Danger,3.37,2.86,-0.5100000000000002,Decline,1.19,False
ID02571,Male,20,Business,8.0,2.4,7,91.0,Excellent,2.76,2.88,0.1200000000000001,Other,1.2,False
ID02572,Female,19,Computer Science,6.2,8.7,10,88.7,Normal,2.57,3.17,0.6000000000000001,Improve,0.36,False
ID02573,Male,20,Economics,7.8,11.7,9,85.5,Normal,3.14,3.69,0.5499999999999998,Improve,0.32,False
ID02574,Male,21,Business,4.6,2.5,4,75.4,Normal,2.92,2.93,0.010000000000000231,Maintain,1.17,False
ID02575,Male,19,Engineering,7.0,6.8,5,84.5,Normal,3.84,4.0,0.16000000000000014,Other,0.59,True
ID02576,Female,22,Business,8.1,3.2,8,77.3,Normal,3.47,3.47,0.0,Maintain,1.08,False
ID02577,Female,21,Economics,5.9,8.7,6,80.5,Normal,2.78,3.39,0.6100000000000003,Improve,0.39,False
ID02578,Female,20,Mathematics,7.2,3.4,7,97.6,Excellent,3.31,3.7,0.3900000000000001,Other,1.09,False
ID02579,Male,20,Economics,7.5,6.0,5,87.8,Normal,3.73,4.0,0.27,Other,0.67,True
ID02580,Female,23,Engineering,5.7,4.4,1,94.1,Excellent,2.4,2.48,0.08000000000000007,Maintain,0.56,False
ID02581,Male,20,Computer Science,8.7,0.8,4,81.5,Normal,2.59,2.82,0.22999999999999998,Other,3.52,False
ID02582,Female,18,Engineering,7.5,2.3,8,79.9,Normal,3.09,3.14,0.050000000000000266,Maintain,1.37,False
ID02583,Male,21,Mathematics,4.5,5.9,4,67.7,Danger,3.12,3.12,0.0,Maintain,0.53,False
ID02584,Male,24,Mathematics,7.1,5.5,7,79.4,Normal,3.07,3.31,0.2400000000000002,Other,0.6,False
ID02585,Female,24,Business,9.2,4.7,2,35.2,Danger,2.94,2.45,-0.48999999999999977,Other,0.52,False
ID02586,Female,19,Business,7.0,10.2,5,76.1,Normal,2.94,3.23,0.29000000000000004,Other,0.32,False
ID02587,Male,20,Economics,6.0,6.5,11,83.8,Normal,3.29,3.7,0.41000000000000014,Other,0.57,False
ID02588,Female,23,Psychology,6.2,6.1,9,93.5,Excellent,3.67,3.97,0.30000000000000027,Other,0.65,True
ID02589,Male,23,Engineering,6.8,0.8,9,81.0,Normal,2.86,3.15,0.29000000000000004,Other,3.94,False
ID02590,Female,20,Economics,5.2,6.7,3,90.2,Excellent,4.0,4.0,0.0,Maintain,0.6,True
ID02591,Female,18,Psychology,9.1,1.4,12,52.3,Danger,4.0,3.55,-0.4500000000000002,Other,2.54,False
ID02592,Female,23,Economics,8.4,4.0,7,84.1,Normal,3.76,3.98,0.2200000000000002,Other,1.0,True
ID02593,Female,24,Mathematics,8.6,1.4,9,59.8,Danger,3.41,2.97,-0.43999999999999995,Other,2.12,False
ID02594,Male,19,Business,4.7,5.3,7,66.9,Danger,4.0,4.0,0.0,Maintain,0.75,True
ID02595,Male,21,Business,7.2,7.5,13,82.2,Normal,2.95,3.42,0.46999999999999975,Other,0.46,False
ID02596,Female,22,Economics,8.6,3.8,10,100.0,Excellent,2.68,2.85,0.16999999999999993,Other,0.75,False
ID02597,Male,18,Business,5.6,3.9,8,90.6,Excellent,2.84,3.13,0.29000000000000004,Other,0.8,False
ID02598,Male,23,Computer Science,6.9,2.1,9,85.3,Normal,2.6,2.93,0.33000000000000007,Other,1.4,False
ID02599,Male,21,Economics,5.4,7.5,8,84.7,Normal,3.16,3.57,0.4099999999999997,Other,0.48,False
ID02600,Male,22,Mathematics,8.3,1.5,9,74.3,Danger,3.25,3.22,-0.029999999999999805,Maintain,2.15,False
ID02601,Female,20,Economics,6.7,4.4,10,76.8,Normal,3.2,3.21,0.009999999999999787,Maintain,0.73,False
ID02602,Male,20,Economics,6.9,3.8,6,91.4,Excellent,3.09,3.49,0.40000000000000036,Other,0.92,False
ID02603,Female,19,Business,5.3,5.0,12,64.2,Danger,3.17,3.24,0.07000000000000028,Maintain,0.65,False
ID02604,Male,22,Mathematics,9.3,6.4,8,93.9,Excellent,3.97,4.0,0.029999999999999805,Maintain,0.62,True
ID02605,Male,20,Economics,7.1,3.6,5,79.2,Normal,3.41,3.25,-0.16000000000000014,Other,0.9,False
ID02606,Male,20,Business,8.2,6.8,12,97.4,Excellent,3.56,4.0,0.43999999999999995,Other,0.59,True
ID02607,Male,24,Engineering,7.6,3.9,11,99.4,Excellent,3.2,3.54,0.33999999999999986,Other,0.91,False
ID02608,Male,23,Mathematics,5.6,4.9,9,59.9,Danger,2.29,1.82,-0.47,Other,0.37,False
ID02609,Female,19,Psychology,4.5,1.9,6,76.3,Normal,2.19,2.22,0.03000000000000025,Maintain,1.17,False
ID02610,Male,21,Computer Science,6.7,3.1,5,72.2,Danger,4.0,3.92,-0.08000000000000007,Maintain,1.26,True
ID02611,Female,20,Psychology,8.7,1.3,12,57.8,Danger,2.83,2.33,-0.5,Decline,1.79,False
