ID,Gender,Age,Major,Sleep,Study,Social_Hours,Attendance,Lifestyle_Cluster,P_CGPA,F_CGPA,CGPA_Diff
ID02277,Female,24,Engineering,4.7,1.7,11,100.0,Type_B,2.93,2.98,0.04999999999999982
ID02278,Male,20,Engineering,6.8,3.6,5,99.6,Type_A,1.95,2.46,0.51
ID02279,Female,19,Computer Science,6.6,11.6,11,91.2,Type_B,3.24,4.0,0.7599999999999998
ID02280,Male,24,Computer Science,7.1,2.9,7,85.8,Type_A,2.5,2.78,0.2799999999999998
ID02281,Male,24,Business,7.6,6.7,8,94.9,Type_A,3.41,3.86,0.44999999999999973
ID02282,Male,22,Psychology,8.3,4.0,2,89.7,Type_A,3.05,3.45,0.40000000000000036
ID02283,Male,23,Engineering,5.7,8.9,6,100.0,Type_B,3.15,3.82,0.6699999999999999
ID02284,Male,21,Mathematics,7.7,5.5,8,98.5,Type_A,3.45,3.84,0.3899999999999997
ID02285,Male,19,Business,5.9,7.2,8,69.7,Type_C,2.64,2.75,0.10999999999999988
ID02286,Male,18,Business,5.6,5.0,9,68.7,Type_C,3.28,3.21,-0.06999999999999984
ID02287,Female,20,Mathematics,9.6,2.9,7,74.5,Type_A,3.23,3.01,-0.2200000000000002
ID02288,Male,21,Mathematics,4.3,8.3,4,99.6,Type_B,3.01,3.67,0.6600000000000001
ID02289,Male,23,Economics,6.2,4.6,8,61.4,Type_C,2.64,2.6,-0.040000000000000036
ID02290,Male,24,Mathematics,7.3,3.0,3,90.9,Type_A,3.4,3.83,0.43000000000000016
ID02291,Female,23,Computer Science,6.1,2.5,9,90.4,Type_B,3.45,3.69,0.23999999999999977
ID02292,Male,19,Engineering,7.2,4.7,6,100.0,Type_A,3.16,3.38,0.21999999999999975
ID02293,Male,23,Economics,5.0,7.5,6,87.7,Type_B,2.56,2.91,0.3500000000000001
ID02294,Male,23,Computer Science,4.2,5.2,4,64.9,Type_C,2.84,2.68,-0.1599999999999997
ID02295,Male,20,Economics,5.7,3.2,6,70.6,Type_C,3.07,3.17,0.10000000000000009
ID02296,Male,24,Engineering,7.2,5.1,8,67.3,Type_C,3.44,3.45,0.010000000000000231
ID02297,Male,20,Economics,6.7,6.3,8,76.9,Type_C,2.31,2.57,0.2599999999999998
ID02298,Male,20,Computer Science,8.0,1.3,11,82.3,Type_C,2.82,3.01,0.18999999999999995
ID02299,Male,18,Psychology,4.9,1.7,11,67.5,Type_C,2.9,2.81,-0.08999999999999986
ID02300,Male,23,Engineering,6.1,6.0,7,100.0,Type_B,3.06,3.41,0.3500000000000001
ID02301,Female,23,Business,6.9,1.6,11,65.1,Type_C,2.45,2.22,-0.22999999999999998
ID02302,Female,23,Engineering,5.5,3.6,8,100.0,Type_B,2.99,3.34,0.34999999999999964
ID02303,Male,22,Engineering,7.2,4.3,4,100.0,Type_A,2.94,3.39,0.4500000000000002
ID02304,Male,20,Engineering,6.6,2.1,8,98.5,Type_A,2.58,2.68,0.10000000000000009
ID02305,Female,21,Psychology,7.7,3.6,8,74.6,Type_C,3.04,3.16,0.1200000000000001
ID02306,Male,19,Computer Science,7.4,4.3,5,90.1,Type_A,2.83,3.23,0.3999999999999999
ID02307,Male,24,Business,4.2,7.7,9,65.8,Type_B,3.35,3.35,0.0
ID02308,Female,21,Computer Science,9.2,7.2,7,98.7,Type_A,2.66,3.2,0.54
ID02309,Male,24,Economics,4.0,4.7,11,83.9,Type_B,3.14,3.5,0.3599999999999999
ID02310,Male,18,Economics,4.7,2.7,15,78.9,Type_B,2.7,2.59,-0.11000000000000032
ID02311,Male,18,Economics,6.9,7.3,11,66.6,Type_C,2.8,2.89,0.0900000000000003
ID02312,Female,24,Computer Science,7.4,7.5,12,47.8,Type_C,3.25,3.19,-0.06000000000000005
ID02313,Male,23,Mathematics,6.6,2.5,14,69.4,Type_C,3.22,3.06,-0.16000000000000014
ID02314,Female,21,Psychology,6.2,4.5,11,100.0,Type_B,2.89,3.14,0.25
ID02315,Female,23,Mathematics,6.9,3.0,8,79.0,Type_C,2.97,2.87,-0.10000000000000009
ID02316,Male,22,Economics,7.8,4.8,5,82.5,Type_A,2.37,2.82,0.44999999999999973
ID02317,Male,18,Psychology,5.3,2.4,9,94.8,Type_B,3.8,4.0,0.20000000000000018
ID02318,Male,18,Computer Science,5.3,6.2,10,100.0,Type_B,3.44,3.63,0.18999999999999995
ID02319,Male,21,Economics,5.7,4.8,6,100.0,Type_B,3.43,3.78,0.34999999999999964
ID02320,Male,18,Computer Science,9.0,2.4,11,70.4,Type_C,2.3,1.98,-0.31999999999999984
ID02321,Female,22,Psychology,7.6,5.9,11,55.9,Type_C,2.8,2.81,0.010000000000000231
ID02322,Female,22,Computer Science,7.9,2.7,7,100.0,Type_A,2.93,3.33,0.3999999999999999
ID02323,Female,22,Computer Science,9.4,1.1,8,100.0,Type_A,2.13,2.32,0.18999999999999995
ID02324,Male,19,Business,8.2,2.0,7,87.8,Type_A,3.54,3.59,0.04999999999999982
ID02325,Female,22,Mathematics,7.2,6.6,3,65.9,Type_C,3.83,4.0,0.16999999999999993
ID02326,Female,22,Mathematics,9.3,9.4,7,99.4,Type_A,4.0,4.0,0.0
ID02327,Female,19,Mathematics,5.5,9.6,8,83.4,Type_B,2.58,3.11,0.5299999999999998
ID02328,Male,23,Engineering,6.6,2.8,10,83.3,Type_B,3.16,3.26,0.09999999999999964
ID02329,Female,20,Business,8.7,3.6,9,98.4,Type_A,3.76,3.99,0.23000000000000043
ID02330,Male,18,Economics,4.0,3.1,8,90.0,Type_B,2.97,3.04,0.06999999999999984
ID02331,Male,22,Economics,5.8,4.0,4,67.2,Type_C,2.82,2.81,-0.009999999999999787
ID02332,Male,18,Economics,8.2,1.6,10,80.1,Type_C,2.17,2.49,0.3200000000000003
ID02333,Female,21,Mathematics,7.2,2.9,4,94.9,Type_A,3.67,4.0,0.33000000000000007
ID02334,Female,18,Mathematics,7.8,4.5,12,92.7,Type_A,3.09,3.39,0.30000000000000027
ID02335,Male,24,Business,4.1,6.7,7,88.9,Type_B,2.74,3.08,0.33999999999999986
ID02336,Male,23,Computer Science,5.7,4.7,10,99.0,Type_B,3.24,3.7,0.45999999999999996
ID02337,Male,19,Mathematics,8.0,3.5,5,79.6,Type_A,3.18,3.05,-0.13000000000000034
ID02338,Male,18,Economics,5.6,2.1,9,87.7,Type_B,3.18,3.49,0.31000000000000005
ID02339,Male,18,Computer Science,8.2,6.9,7,34.4,Type_C,2.99,2.61,-0.38000000000000034
ID02340,Male,18,Mathematics,7.4,1.5,13,78.3,Type_C,3.91,3.8,-0.11000000000000032
ID02341,Female,20,Psychology,5.2,1.7,7,96.5,Type_B,3.03,3.26,0.22999999999999998
ID02342,Male,20,Engineering,7.5,5.6,6,79.1,Type_A,3.91,4.0,0.08999999999999986
ID02343,Male,21,Mathematics,8.1,6.0,13,78.0,Type_C,3.38,3.46,0.08000000000000007
ID02344,Male,19,Psychology,7.5,0.6,8,69.4,Type_C,3.28,3.16,-0.11999999999999966
ID02345,Female,18,Business,7.8,3.5,8,100.0,Type_A,3.04,3.41,0.3700000000000001
ID02346,Female,18,Psychology,4.4,1.0,8,93.2,Type_B,3.59,3.56,-0.029999999999999805
ID02347,Female,18,Business,10.0,3.6,11,97.4,Type_A,3.16,3.42,0.2599999999999998
ID02348,Male,18,Mathematics,10.0,3.2,8,59.1,Type_C,2.63,2.43,-0.19999999999999973
ID02349,Female,20,Business,9.1,8.3,8,82.6,Type_A,2.62,2.96,0.33999999999999986
ID02350,Male,23,Psychology,7.2,5.1,5,80.8,Type_A,3.31,3.54,0.22999999999999998
ID02351,Female,23,Engineering,6.4,5.2,10,80.8,Type_B,2.65,3.02,0.3700000000000001
ID02352,Female,21,Computer Science,6.4,7.6,11,75.8,Type_B,3.07,3.25,0.18000000000000016
ID02353,Female,24,Computer Science,8.2,7.7,9,79.8,Type_C,3.63,3.62,-0.009999999999999787
ID02354,Female,22,Engineering,8.6,4.3,3,97.7,Type_A,3.25,3.54,0.29000000000000004
ID02355,Female,19,Economics,6.0,2.7,7,56.3,Type_C,2.74,2.4,-0.3400000000000003
ID02356,Male,23,Computer Science,7.0,6.5,10,100.0,Type_B,3.8,4.0,0.20000000000000018
ID02357,Female,24,Mathematics,8.9,6.3,8,92.3,Type_A,3.37,3.7,0.33000000000000007
ID02358,Male,18,Economics,6.8,5.6,9,84.4,Type_B,3.61,4.0,0.3900000000000001
ID02359,Male,23,Mathematics,7.2,4.3,6,98.6,Type_A,1.97,2.45,0.4800000000000002
ID02360,Male,21,Psychology,9.1,3.6,7,63.2,Type_C,3.27,3.19,-0.08000000000000007
ID02361,Male,22,Psychology,8.8,7.8,7,75.0,Type_C,3.52,3.68,0.16000000000000014
ID02362,Male,23,Economics,8.2,3.2,12,83.2,Type_C,3.95,4.0,0.04999999999999982
ID02363,Male,21,Economics,5.4,2.6,13,100.0,Type_B,2.37,2.66,0.29000000000000004
ID02364,Male,20,Economics,5.4,3.4,8,84.3,Type_B,3.7,3.98,0.2799999999999998
ID02365,Female,22,Economics,5.9,2.3,7,91.8,Type_B,3.92,3.99,0.07000000000000028
ID02366,Male,21,Business,6.2,6.3,8,76.2,Type_B,2.09,2.22,0.13000000000000034
ID02367,Male,24,Economics,7.3,4.3,8,92.3,Type_A,3.34,3.82,0.48
ID02368,Female,23,Economics,6.9,1.0,8,100.0,Type_A,3.41,3.66,0.25
ID02369,Male,20,Psychology,6.8,5.1,6,99.9,Type_A,2.94,3.53,0.5899999999999999
ID02370,Female,24,Mathematics,6.6,3.5,8,83.8,Type_B,2.85,3.32,0.46999999999999975
ID02371,Female,21,Psychology,5.7,4.0,11,95.1,Type_B,3.43,3.65,0.21999999999999975
ID02372,Female,21,Computer Science,6.3,4.6,7,93.7,Type_B,2.79,3.09,0.2999999999999998
ID02373,Female,24,Business,10.0,2.9,4,92.6,Type_A,2.99,3.03,0.03999999999999959
ID02374,Male,23,Business,8.0,2.6,10,100.0,Type_A,3.51,3.75,0.2400000000000002
ID02375,Female,22,Mathematics,7.0,5.6,7,100.0,Type_A,3.98,4.0,0.020000000000000018
ID02376,Male,20,Economics,4.7,1.8,7,83.1,Type_B,3.37,3.32,-0.050000000000000266
ID02377,Male,18,Psychology,5.5,2.2,8,94.6,Type_B,3.17,3.19,0.020000000000000018
ID02378,Female,19,Computer Science,6.9,2.5,10,79.3,Type_C,2.84,2.8,-0.040000000000000036
ID02379,Male,22,Psychology,9.0,6.8,9,71.2,Type_C,2.59,2.84,0.25
ID02380,Female,20,Economics,7.3,7.9,9,81.0,Type_B,3.65,4.0,0.3500000000000001
ID02381,Female,24,Economics,7.3,2.5,11,83.9,Type_C,3.02,3.27,0.25
ID02382,Female,21,Engineering,8.7,2.2,3,60.1,Type_C,3.68,3.49,-0.18999999999999995
ID02383,Female,24,Psychology,5.5,4.3,9,97.9,Type_B,2.94,3.15,0.20999999999999996
ID02384,Male,20,Mathematics,9.1,3.5,7,43.5,Type_C,2.78,2.49,-0.2899999999999996
ID02385,Male,24,Psychology,6.4,6.4,9,100.0,Type_B,3.31,3.78,0.46999999999999975
ID02386,Female,24,Business,8.7,5.3,9,100.0,Type_A,3.06,3.34,0.2799999999999998
ID02387,Male,19,Computer Science,9.5,9.9,8,81.1,Type_A,2.5,3.22,0.7200000000000002
ID02388,Female,23,Mathematics,5.6,2.3,11,85.1,Type_B,4.0,4.0,0.0
ID02389,Female,19,Engineering,7.0,6.3,12,89.5,Type_B,2.79,3.39,0.6000000000000001
ID02390,Female,18,Computer Science,8.2,3.2,11,76.2,Type_C,3.56,3.48,-0.08000000000000007
ID02391,Male,18,Computer Science,6.6,2.1,8,87.9,Type_A,3.52,3.75,0.22999999999999998
ID02392,Male,19,Business,6.6,3.1,10,82.8,Type_B,2.47,2.6,0.1299999999999999
ID02393,Male,22,Business,6.4,3.3,10,83.6,Type_B,2.6,3.06,0.45999999999999996
ID02394,Male,22,Business,4.2,7.5,8,87.7,Type_B,2.95,3.28,0.3299999999999996
ID02395,Female,24,Mathematics,8.6,1.4,10,65.3,Type_C,2.67,2.56,-0.10999999999999988
ID02396,Male,24,Psychology,5.5,2.5,11,85.6,Type_B,3.96,4.0,0.040000000000000036
ID02397,Male,21,Computer Science,4.0,4.2,4,87.5,Type_B,3.0,3.27,0.27
ID02398,Male,18,Psychology,8.6,2.0,5,86.9,Type_A,3.54,3.75,0.20999999999999996
ID02399,Female,21,Psychology,7.7,9.3,8,81.8,Type_B,3.36,3.91,0.5500000000000003
ID02400,Female,18,Business,5.0,10.2,14,100.0,Type_B,3.23,3.88,0.6499999999999999
ID02401,Male,19,Psychology,8.6,4.0,6,79.7,Type_A,3.12,3.13,0.009999999999999787
ID02402,Male,22,Computer Science,8.0,5.6,10,88.4,Type_A,3.72,4.0,0.2799999999999998
ID02403,Male,24,Computer Science,7.0,8.5,5,100.0,Type_B,2.69,3.32,0.6299999999999999
ID02404,Male,22,Economics,6.5,3.7,8,83.8,Type_B,3.96,4.0,0.040000000000000036
ID02405,Female,19,Engineering,6.8,5.4,5,88.2,Type_A,2.46,2.94,0.48
ID02406,Female,21,Mathematics,7.3,1.9,4,83.6,Type_A,3.49,3.8,0.3099999999999996
ID02407,Male,21,Psychology,5.8,1.0,7,100.0,Type_B,2.4,2.48,0.08000000000000007
ID02408,Male,20,Mathematics,8.7,6.7,9,81.1,Type_A,2.94,3.22,0.28000000000000025
ID02409,Female,24,Mathematics,7.8,3.8,4,100.0,Type_A,3.15,3.61,0.45999999999999996
ID02410,Male,24,Mathematics,6.8,10.0,10,83.4,Type_B,2.86,3.61,0.75
ID02411,Female,24,Economics,9.6,2.8,4,72.1,Type_A,3.01,2.72,-0.2899999999999996
ID02412,Male,18,Mathematics,6.5,1.7,8,95.2,Type_A,2.41,2.64,0.22999999999999998
ID02413,Male,21,Economics,9.3,6.4,5,80.4,Type_A,2.61,2.82,0.20999999999999996
ID02414,Male,19,Computer Science,7.4,9.5,8,94.3,Type_B,3.35,3.9,0.5499999999999998
ID02415,Male,21,Psychology,8.1,1.9,5,44.1,Type_C,3.11,2.62,-0.48999999999999977
ID02416,Female,22,Economics,6.4,2.2,7,85.1,Type_A,2.75,2.88,0.1299999999999999
ID02417,Male,18,Engineering,4.2,8.3,13,78.1,Type_B,3.76,3.91,0.15000000000000036
ID02418,Male,24,Mathematics,7.7,11.7,4,69.1,Type_C,2.49,3.01,0.5199999999999996
ID02419,Male,23,Engineering,5.2,5.4,6,76.7,Type_B,2.92,2.91,-0.009999999999999787
ID02420,Male,20,Computer Science,6.1,2.6,5,76.4,Type_C,2.85,2.72,-0.1299999999999999
ID02421,Male,18,Computer Science,7.1,7.9,10,84.3,Type_B,3.41,3.92,0.5099999999999998
ID02422,Male,22,Business,6.0,3.4,7,64.5,Type_C,3.12,3.18,0.06000000000000005
ID02423,Female,24,Mathematics,7.0,2.7,6,89.7,Type_A,3.05,3.51,0.45999999999999996
ID02424,Male,22,Business,7.3,2.9,8,100.0,Type_A,2.18,2.47,0.29000000000000004
ID02425,Male,22,Engineering,4.8,5.9,12,89.2,Type_B,3.53,4.0,0.4700000000000002
ID02426,Female,24,Psychology,7.4,4.1,5,97.1,Type_A,2.99,3.54,0.5499999999999998
ID02427,Male,22,Business,6.1,5.2,4,100.0,Type_B,3.16,3.59,0.4299999999999997
ID02428,Female,19,Computer Science,5.4,6.5,7,100.0,Type_B,2.73,2.96,0.22999999999999998
ID02429,Male,20,Mathematics,4.0,3.5,10,100.0,Type_B,2.65,3.03,0.3799999999999999
ID02430,Female,23,Engineering,4.7,6.9,12,77.5,Type_B,3.85,4.0,0.1499999999999999
ID02431,Female,22,Economics,7.0,4.0,7,74.2,Type_C,2.21,2.41,0.20000000000000018
ID02432,Female,22,Computer Science,7.1,2.9,10,96.8,Type_A,2.57,3.05,0.48
ID02433,Female,21,Economics,7.8,1.5,10,95.6,Type_A,3.84,3.98,0.14000000000000012
ID02434,Male,20,Psychology,9.6,3.4,6,96.6,Type_A,3.42,3.57,0.1499999999999999
ID02435,Female,18,Mathematics,9.0,8.8,7,100.0,Type_A,2.94,3.5,0.56
ID02436,Male,20,Psychology,8.5,6.3,13,85.2,Type_A,3.72,4.0,0.2799999999999998
ID02437,Male,20,Psychology,8.8,5.2,6,91.4,Type_A,3.32,3.78,0.45999999999999996
ID02438,Male,24,Mathematics,7.3,2.0,6,70.3,Type_C,3.22,3.07,-0.15000000000000036
ID02439,Male,24,Mathematics,7.2,2.9,10,100.0,Type_A,3.21,3.57,0.3599999999999999
ID02440,Male,24,Economics,9.3,5.8,4,80.0,Type_A,3.33,3.85,0.52
ID02441,Female,23,Psychology,7.3,6.6,10,80.4,Type_B,3.35,3.72,0.3700000000000001
ID02442,Male,20,Engineering,7.4,6.3,10,79.8,Type_C,4.0,4.0,0.0
ID02443,Female,23,Economics,8.7,4.7,6,75.3,Type_A,3.0,2.95,-0.04999999999999982
ID02444,Female,22,Mathematics,6.6,2.4,7,74.1,Type_C,3.02,2.82,-0.20000000000000018
ID02445,Male,24,Computer Science,6.8,6.6,5,77.1,Type_C,2.48,2.53,0.04999999999999982
ID02446,Male,22,Economics,5.0,2.9,4,64.5,Type_C,3.07,2.92,-0.1499999999999999
ID02447,Male,24,Business,6.3,6.7,5,73.2,Type_C,4.0,4.0,0.0
ID02448,Male,19,Engineering,6.5,3.4,13,100.0,Type_B,3.59,3.86,0.27
ID02449,Male,23,Economics,6.6,9.7,10,96.0,Type_B,2.83,3.36,0.5299999999999998
ID02450,Male,23,Mathematics,8.2,3.2,8,98.9,Type_A,3.12,3.48,0.3599999999999999
ID02451,Male,18,Mathematics,5.5,3.1,8,100.0,Type_B,2.45,2.7,0.25
ID02452,Female,21,Engineering,9.2,3.8,7,100.0,Type_A,2.62,3.02,0.3999999999999999
ID02453,Female,20,Business,4.0,2.5,8,58.4,Type_C,3.17,2.63,-0.54
ID02454,Male,18,Economics,7.9,2.2,9,66.6,Type_C,2.85,2.64,-0.20999999999999996
ID02455,Female,23,Economics,8.2,2.4,9,72.9,Type_C,2.58,2.39,-0.18999999999999995
ID02456,Male,18,Psychology,8.0,8.1,7,78.0,Type_C,3.34,3.42,0.08000000000000007
ID02457,Male,19,Computer Science,8.6,2.3,13,80.5,Type_C,3.06,3.38,0.31999999999999984
ID02458,Female,21,Mathematics,6.7,3.2,8,78.3,Type_C,2.32,2.21,-0.10999999999999988
ID02459,Male,23,Economics,8.9,12.3,6,88.3,Type_A,2.06,2.58,0.52
ID02460,Male,23,Economics,6.0,6.8,2,85.5,Type_B,2.81,3.42,0.6099999999999999
ID02461,Female,20,Economics,6.1,6.7,10,74.2,Type_B,2.31,2.58,0.27
ID02462,Female,24,Business,10.0,11.3,9,52.4,Type_C,2.17,2.01,-0.16000000000000014
ID02463,Female,21,Computer Science,7.3,3.8,10,70.1,Type_C,3.66,3.7,0.040000000000000036
ID02464,Female,19,Economics,8.4,1.1,9,76.8,Type_C,3.05,2.83,-0.21999999999999975
ID02465,Female,22,Engineering,7.7,6.4,8,81.3,Type_A,2.97,3.39,0.41999999999999993
ID02466,Male,18,Mathematics,8.1,3.5,10,68.1,Type_C,3.01,2.79,-0.21999999999999975
ID02467,Male,20,Psychology,4.0,12.4,11,77.6,Type_B,2.53,3.01,0.48
ID02468,Male,23,Engineering,7.6,1.0,10,68.0,Type_C,3.31,3.11,-0.20000000000000018
ID02469,Male,22,Mathematics,7.0,2.2,11,83.1,Type_C,3.03,3.27,0.2400000000000002
ID02470,Male,19,Business,8.5,2.8,8,68.9,Type_C,2.72,2.76,0.03999999999999959
ID02471,Male,21,Computer Science,5.8,3.8,11,72.3,Type_C,2.8,2.67,-0.1299999999999999
ID02472,Female,18,Computer Science,8.8,1.6,7,65.4,Type_C,2.49,2.13,-0.3600000000000003
ID02473,Female,20,Mathematics,5.2,4.9,6,82.7,Type_B,2.9,3.35,0.4500000000000002
ID02474,Female,23,Engineering,6.3,2.7,7,72.0,Type_C,2.98,2.96,-0.020000000000000018
ID02475,Male,23,Psychology,4.6,7.0,11,98.6,Type_B,2.88,3.28,0.3999999999999999
ID02476,Female,22,Business,5.4,8.5,7,91.1,Type_B,3.13,3.63,0.5
ID02477,Male,22,Mathematics,7.0,3.3,7,84.0,Type_A,3.06,3.25,0.18999999999999995
ID02478,Female,18,Business,9.1,5.4,8,73.0,Type_C,3.22,3.33,0.10999999999999988
ID02479,Male,21,Computer Science,7.1,4.0,12,90.7,Type_B,3.57,3.81,0.2400000000000002
ID02480,Female,19,Economics,5.1,3.8,10,95.4,Type_B,3.4,3.56,0.16000000000000014
ID02481,Male,24,Economics,4.0,1.6,8,87.1,Type_B,3.58,3.76,0.17999999999999972
ID02482,Female,21,Psychology,8.0,3.7,6,100.0,Type_A,2.68,3.11,0.4299999999999997
ID02483,Female,21,Business,6.0,6.6,5,91.9,Type_B,2.85,3.42,0.5699999999999998
ID02484,Male,21,Mathematics,6.2,5.0,5,98.7,Type_B,3.43,3.66,0.22999999999999998
ID02485,Male,24,Psychology,8.6,2.2,14,87.0,Type_A,3.44,3.7,0.26000000000000023
ID02486,Female,18,Engineering,6.8,1.6,11,95.1,Type_B,2.76,3.06,0.30000000000000027
ID02487,Male,24,Economics,6.6,3.6,5,73.0,Type_C,3.41,3.48,0.06999999999999984
ID02488,Female,18,Mathematics,7.2,2.5,7,78.1,Type_C,2.63,2.79,0.16000000000000014
ID02489,Female,24,Business,9.2,2.7,3,90.2,Type_A,3.34,3.46,0.1200000000000001
ID02490,Male,19,Psychology,7.4,2.5,11,90.1,Type_A,3.09,3.44,0.3500000000000001
ID02491,Male,21,Mathematics,4.0,4.0,4,92.6,Type_B,2.41,2.69,0.2799999999999998
ID02492,Male,18,Psychology,5.8,5.6,16,100.0,Type_B,2.88,2.87,-0.009999999999999787
ID02493,Female,24,Psychology,6.6,2.4,12,63.6,Type_C,4.0,4.0,0.0
ID02494,Male,19,Psychology,8.3,2.4,4,70.4,Type_C,3.2,3.03,-0.17000000000000037
ID02495,Male,24,Business,5.1,1.7,5,88.4,Type_B,4.0,4.0,0.0
ID02496,Male,23,Mathematics,7.2,4.4,9,74.1,Type_C,2.38,2.47,0.0900000000000003
ID02497,Female,19,Computer Science,6.9,6.6,7,100.0,Type_B,3.48,3.96,0.48
ID02498,Female,21,Computer Science,8.5,3.7,7,92.7,Type_A,1.83,2.05,0.21999999999999975
ID02499,Female,20,Business,5.5,5.7,6,83.8,Type_B,3.1,3.3,0.19999999999999973
ID02500,Male,21,Business,7.3,7.6,6,77.3,Type_C,3.42,3.55,0.1299999999999999
ID02501,Female,20,Economics,9.3,4.6,8,77.8,Type_A,3.52,3.35,-0.16999999999999993
ID02502,Female,19,Psychology,8.3,2.2,8,85.5,Type_A,2.7,2.95,0.25
ID02503,Female,23,Mathematics,7.9,2.1,10,86.7,Type_A,3.62,3.97,0.3500000000000001
ID02504,Female,23,Mathematics,6.5,2.3,12,78.1,Type_C,2.83,2.85,0.020000000000000018
ID02505,Male,18,Engineering,7.2,10.4,8,80.9,Type_B,3.02,3.86,0.8399999999999999
ID02506,Male,23,Engineering,6.8,12.0,11,100.0,Type_B,2.88,3.54,0.6600000000000001
ID02507,Female,22,Computer Science,8.3,3.2,11,100.0,Type_A,2.53,2.87,0.3400000000000003
ID02508,Male,19,Engineering,7.8,7.4,8,88.8,Type_A,3.88,4.0,0.1200000000000001
ID02509,Female,18,Engineering,6.1,8.1,10,64.9,Type_C,3.12,3.2,0.08000000000000007
ID02510,Female,23,Computer Science,9.6,1.6,10,93.1,Type_A,3.64,3.57,-0.07000000000000028
ID02511,Male,19,Economics,8.8,10.0,9,100.0,Type_A,3.62,4.0,0.3799999999999999
ID02512,Female,21,Computer Science,5.7,3.4,7,100.0,Type_B,2.62,2.95,0.33000000000000007
ID02513,Male,23,Engineering,6.5,3.3,4,96.0,Type_A,3.71,4.0,0.29000000000000004
ID02514,Male,24,Mathematics,6.8,1.8,7,100.0,Type_A,3.35,3.58,0.22999999999999998
ID02515,Female,20,Engineering,8.2,10.4,7,85.8,Type_A,2.58,2.97,0.3900000000000001
ID02516,Female,19,Psychology,5.8,4.2,8,94.4,Type_B,3.32,3.39,0.07000000000000028
ID02517,Male,18,Psychology,6.0,9.8,6,74.8,Type_B,2.59,3.1,0.5100000000000002
ID02518,Male,21,Psychology,8.3,7.8,9,89.4,Type_A,3.9,4.0,0.10000000000000009
ID02519,Female,22,Economics,7.8,3.2,8,100.0,Type_A,3.51,3.93,0.4200000000000004
ID02520,Female,21,Business,4.1,4.3,6,76.2,Type_B,3.06,2.85,-0.20999999999999996
ID02521,Female,23,Psychology,8.0,2.6,9,72.1,Type_C,3.73,3.58,-0.1499999999999999
ID02522,Male,20,Mathematics,4.8,2.8,9,86.5,Type_B,2.31,2.37,0.06000000000000005
ID02523,Male,21,Economics,6.0,5.2,5,81.6,Type_B,2.73,3.05,0.31999999999999984
ID02524,Male,22,Business,6.5,6.2,12,94.7,Type_B,2.97,3.39,0.41999999999999993
ID02525,Female,24,Business,6.3,1.1,10,78.2,Type_C,4.0,3.75,-0.25
ID02526,Male,18,Psychology,6.0,1.1,5,100.0,Type_A,2.56,2.95,0.3900000000000001
ID02527,Male,19,Engineering,5.4,2.9,6,65.7,Type_C,2.25,1.95,-0.30000000000000004
ID02528,Female,20,Computer Science,7.8,4.7,14,100.0,Type_B,2.38,2.87,0.4900000000000002
ID02529,Male,22,Engineering,4.6,8.2,8,73.5,Type_B,3.55,3.72,0.17000000000000037
ID02530,Female,23,Engineering,6.2,4.1,5,58.1,Type_C,2.8,2.39,-0.4099999999999997
ID02531,Female,23,Business,8.2,3.4,12,88.6,Type_A,3.02,3.09,0.06999999999999984
ID02532,Female,23,Business,7.6,5.6,10,81.2,Type_C,3.48,3.95,0.4700000000000002
ID02533,Male,20,Economics,4.9,2.2,4,68.4,Type_C,3.02,2.81,-0.20999999999999996
ID02534,Male,21,Economics,4.1,4.2,7,59.8,Type_C,3.2,2.84,-0.3600000000000003
ID02535,Female,20,Business,5.4,3.7,10,84.9,Type_B,3.37,3.62,0.25
ID02536,Female,23,Mathematics,4.0,4.4,9,99.6,Type_B,2.88,3.18,0.30000000000000027
ID02537,Female,24,Mathematics,7.1,7.6,14,93.8,Type_B,3.02,3.58,0.56
ID02538,Male,22,Computer Science,6.3,1.2,7,85.9,Type_A,3.22,3.26,0.03999999999999959
ID02539,Female,19,Business,6.4,3.8,8,92.2,Type_B,3.53,3.97,0.4400000000000004
ID02540,Female,19,Psychology,7.8,6.1,5,84.6,Type_A,2.7,3.07,0.36999999999999966
ID02541,Female,20,Economics,8.3,5.4,5,63.6,Type_C,1.59,1.46,-0.13000000000000012
ID02542,Female,23,Business,7.4,1.3,7,63.7,Type_C,3.44,3.2,-0.23999999999999977
ID02543,Female,18,Mathematics,6.7,1.1,9,82.0,Type_C,3.56,3.66,0.10000000000000009
ID02544,Female,24,Business,5.9,5.9,5,82.6,Type_B,3.2,3.6,0.3999999999999999
ID02545,Male,20,Mathematics,6.5,1.3,6,97.8,Type_A,3.23,3.43,0.20000000000000018
ID02546,Male,23,Business,7.3,4.3,7,96.4,Type_A,2.82,3.03,0.20999999999999996
ID02547,Male,21,Psychology,8.4,7.3,5,94.1,Type_A,3.35,3.58,0.22999999999999998
ID02548,Male,19,Computer Science,4.9,1.5,5,80.8,Type_B,3.53,3.46,-0.06999999999999984
ID02549,Male,19,Psychology,5.3,9.9,5,64.3,Type_C,3.13,3.34,0.20999999999999996
ID02550,Male,24,Mathematics,7.0,5.8,10,91.2,Type_B,4.0,4.0,0.0
ID02551,Male,19,Economics,4.0,14.0,9,92.9,Type_B,2.32,3.1,0.7800000000000002
ID02552,Male,18,Economics,7.4,3.0,9,49.2,Type_C,3.18,3.0,-0.18000000000000016
